"genelist","converted_alias"
"Cd48","ENSG00000117091"
"Slamf1","ENSG00000117090"
"Cd84","ENSG00000066294"
"Slamf6","ENSG00000162739"
"Vangl2","ENSG00000162738"
"Nhlh1","ENSG00000171786"
"Ncstn","ENSG00000162736"
"Copa","ENSG00000122218"
"Pex19","ENSG00000162735"
"Dcaf8","ENSG00000132716"
"Pea15a","ENSG00000162734"
"Casq1","ENSG00000143318"
"Atp1a4","ENSG00000132681"
"Igsf8","ENSG00000162729"
"Atp1a2","ENSG00000018625"
"Kcnj9","ENSG00000162728"
"Kcnj10","ENSG00000177807"
"Pigm","ENSG00000143315"
"Slamf9","ENSG00000162723"
"Igsf9","ENSG00000085552"
"Tagln2","ENSG00000158710"
"Vsig8","ENSG00000243284"
"Slamf8","ENSG00000158714"
"Fcrl6","ENSG00000181036"
"Dusp23","ENSG00000158716"
"Crp","ENSG00000132693"
"Apcs","ENSG00000132703"
"Olfr16","ENSG00000184155"
"Olfr218","ENSG00000196266"
"Fcer1a","ENSG00000179639"
"Cadm3","ENSG00000162706"
"Aim2","ENSG00000163568"
"Ifi204","ENSG00000163565"
"Mndal","ENSG00000163565"
"Ifi203","ENSG00000163565"
"Ifi205","ENSG00000163565"
"Olfr430","ENSG00000188340"
"Olfr429","ENSG00000197403"
"Olfr231","ENSG00000180433"
"Olfr420","ENSG00000196171"
"Spta1","ENSG00000163554"
"Olfr419","ENSG00000198967"
"Olfr417","ENSG00000279111"
"Olfr414","ENSG00000186440"
"Olfr220","ENSG00000197532"
"Fmn2","ENSG00000155816"
"Grem2","ENSG00000180875"
"Rgs7","ENSG00000182901"
"Fh1","ENSG00000091483"
"Kmo","ENSG00000117009"
"Opn3","ENSG00000054277"
"Chml","ENSG00000203668"
"Wdr64","ENSG00000162843"
"Exo1","ENSG00000174371"
"Pld5","ENSG00000180287"
"Cep170","ENSG00000143702"
"Sdccag8","ENSG00000054282"
"Akt3","ENSG00000117020"
"Zbtb18","ENSG00000179456"
"Desi2","ENSG00000121644"
"Cox20","ENSG00000203667"
"Hnrnpu","ENSG00000153187"
"Efcab2","ENSG00000203666"
"Kif26b","ENSG00000162849"
"Smyd3","ENSG00000185420"
"Tfb2m","ENSG00000162851"
"Cnst","ENSG00000162852"
"Sccpdh","ENSG00000143653"
"Ahctf1","ENSG00000153207"
"Cdc42bpa","ENSG00000143776"
"Psen2","ENSG00000143801"
"Itpkb","ENSG00000143772"
"Parp1","ENSG00000143799"
"Lin9","ENSG00000183814"
"Mixl1","ENSG00000185155"
"Acbd3","ENSG00000182827"
"Sde2","ENSG00000143751"
"Lefty2","ENSG00000143768"
"Pycr2","ENSG00000143811"
"Lefty1","ENSG00000243709"
"Tmem63a","ENSG00000196187"
"Ephx1","ENSG00000143819"
"Nvl","ENSG00000143748"
"Cnih4","ENSG00000143771"
"Wdr26","ENSG00000162923"
"Cnih3","ENSG00000143786"
"Ccdc121","ENSG00000176714"
"Dnah14","ENSG00000185842"
"Lbr","ENSG00000143815"
"Enah","ENSG00000154380"
"Srp9","ENSG00000143742"
"Degs1","ENSG00000143753"
"Fbxo28","ENSG00000143756"
"Trp53bp2","ENSG00000143514"
"Capn2","ENSG00000162909"
"Capn8","ENSG00000203697"
"Susd4","ENSG00000143502"
"Tlr5","ENSG00000187554"
"Disp1","ENSG00000154309"
"Brox","ENSG00000162819"
"Aida","ENSG00000186063"
"Mia3","ENSG00000154305"
"Taf1a","ENSG00000143498"
"Hhipl2","ENSG00000143512"
"Dusp10","ENSG00000143507"
"Hlx","ENSG00000136630"
"C130074G19Rik","ENSG00000162817"
"Mark1","ENSG00000116141"
"Rab3gap2","ENSG00000118873"
"Iars2","ENSG00000067704"
"Bpnt1","ENSG00000162813"
"Slc30a10","ENSG00000196660"
"Lyplal1","ENSG00000143353"
"Tgfb2","ENSG00000092969"
"Rrp15","ENSG00000067533"
"Spata17","ENSG00000162814"
"Gpatch2","ENSG00000092978"
"Esrrg","ENSG00000196482"
"Ush2a","ENSG00000042781"
"Kctd3","ENSG00000136636"
"Kcnk2","ENSG00000082482"
"Cenpf","ENSG00000117724"
"Ptpn14","ENSG00000152104"
"Smyd2","ENSG00000143499"
"Prox1","ENSG00000117707"
"Rps6kc1","ENSG00000136643"
"Angel2","ENSG00000174606"
"Vash2","ENSG00000143494"
"Tatdn3","ENSG00000203705"
"Nsl1","ENSG00000117697"
"Batf3","ENSG00000123685"
"Atf3","ENSG00000162772"
"Nenf","ENSG00000117691"
"Ppp2r5a","ENSG00000066027"
"Dtl","ENSG00000143476"
"Ints7","ENSG00000143493"
"Lpgat1","ENSG00000123684"
"Nek2","ENSG00000117650"
"Slc30a1","ENSG00000170385"
"Rd3","ENSG00000198570"
"Traf5","ENSG00000082512"
"Kcnh1","ENSG00000143473"
"Hhat","ENSG00000054392"
"Sertad4","ENSG00000082497"
"Syt14","ENSG00000143469"
"Irf6","ENSG00000117595"
"A130010J15Rik","ENSG00000162757"
"Traf3ip3","ENSG00000009790"
"Lamb3","ENSG00000196878"
"Hsd11b1","ENSG00000117594"
"G0s2","ENSG00000123689"
"Camk1g","ENSG00000008118"
"Plxna2","ENSG00000076356"
"Cd34","ENSG00000174059"
"Cd46","ENSG00000117335"
"Cr1l","ENSG00000197721"
"Cr2","ENSG00000117322"
"Fam171a1","ENSG00000148468"
"Nmt2","ENSG00000152465"
"Rpp38","ENSG00000152464"
"Acbd7","ENSG00000176244"
"Olah","ENSG00000152463"
"Meig1","ENSG00000197889"
"Dclre1c","ENSG00000152457"
"Suv39h2","ENSG00000152455"
"Hspa14","ENSG00000187522"
"Cdnf","ENSG00000185267"
"Fam107b","ENSG00000065809"
"Frmd4a","ENSG00000151474"
"Prpf18","ENSG00000165630"
"Bend7","ENSG00000165626"
"Sephs1","ENSG00000086475"
"Phyh","ENSG00000107537"
"Ucma","ENSG00000165623"
"Mcm10","ENSG00000065328"
"Optn","ENSG00000123240"
"Ccdc3","ENSG00000151468"
"Camk1d","ENSG00000183049"
"Cdc123","ENSG00000151465"
"Nudt5","ENSG00000165609"
"Sec61a2","ENSG00000065665"
"Dhtkd1","ENSG00000181192"
"Upf2","ENSG00000151461"
"Proser2","ENSG00000148426"
"Echdc3","ENSG00000134463"
"Usp6nl","ENSG00000148429"
"Celf2","ENSG00000048740"
"Gata3","ENSG00000107485"
"Taf3","ENSG00000165632"
"Kin","ENSG00000151657"
"Itih2","ENSG00000151655"
"Itih5","ENSG00000123243"
"Sfmbt2","ENSG00000198879"
"Prkcq","ENSG00000065675"
"Pfkfb3","ENSG00000170525"
"Rbm17","ENSG00000134453"
"Il2ra","ENSG00000134460"
"Il15ra","ENSG00000134470"
"Ankrd16","ENSG00000134461"
"Itga8","ENSG00000077943"
"Pter","ENSG00000165983"
"C1ql3","ENSG00000165985"
"Rsu1","ENSG00000148484"
"Cubn","ENSG00000107611"
"Trdmt1","ENSG00000107614"
"Vim","ENSG00000026025"
"St8sia6","ENSG00000148488"
"Stam","ENSG00000136738"
"Tmem236","ENSG00000148483"
"Mrc1","ENSG00000260314"
"Slc39a12","ENSG00000148482"
"Cacnb2","ENSG00000165995"
"Nsun6","ENSG00000241058"
"Arl5b","ENSG00000165997"
"Plxdc2","ENSG00000120594"
"Skida1","ENSG00000180592"
"Mllt10","ENSG00000078403"
"Dnajc1","ENSG00000136770"
"Commd3","ENSG00000148444"
"Bmi1","ENSG00000269897"
"Spag6","ENSG00000077327"
"Pip4k2a","ENSG00000150867"
"Armc3","ENSG00000165309"
"Msrb2","ENSG00000148450"
"Ptf1a","ENSG00000168267"
"Otud1","ENSG00000165312"
"Etl4","ENSG00000120549"
"Arhgap21","ENSG00000107863"
"Enkur","ENSG00000151023"
"Thnsl1","ENSG00000185875"
"Gpr158","ENSG00000151025"
"Myo3a","ENSG00000095777"
"Gad2","ENSG00000136750"
"Apbb1ip","ENSG00000077420"
"Pdss1","ENSG00000148459"
"Abi1","ENSG00000136754"
"Acbd5","ENSG00000107897"
"Mastl","ENSG00000120539"
"Yme1l1","ENSG00000136758"
"Nxph2","ENSG00000144227"
"Spopl","ENSG00000144228"
"Hnmt","ENSG00000150540"
"Tbpl2","ENSG00000182521"
"Il1f8","ENSG00000136696"
"Il1f9","ENSG00000136688"
"Il1f6","ENSG00000136694"
"Il1f5","ENSG00000136695"
"Il1f10","ENSG00000136697"
"Il1rn","ENSG00000136689"
"Psd4","ENSG00000125637"
"Pax8","ENSG00000125618"
"Cacna1b","ENSG00000148408"
"Ehmt1","ENSG00000181090"
"Arrdc1","ENSG00000197070"
"Zmynd19","ENSG00000165724"
"Dph7","ENSG00000148399"
"Mrpl41","ENSG00000182154"
"Pnpla7","ENSG00000130653"
"Nsmf","ENSG00000165802"
"Entpd8","ENSG00000188833"
"Noxa1","ENSG00000188747"
"Nrarp","ENSG00000198435"
"Tor4a","ENSG00000198113"
"Nelfb","ENSG00000188986"
"Tubb4b","ENSG00000188229"
"Slc34a3","ENSG00000198569"
"Rnf208","ENSG00000212864"
"Ndor1","ENSG00000188566"
"Tmem203","ENSG00000187713"
"Tprn","ENSG00000176058"
"Ssna1","ENSG00000176101"
"Anapc2","ENSG00000176248"
"Tmem210","ENSG00000185863"
"Lrrc26","ENSG00000184709"
"Grin1","ENSG00000176884"
"Man1b1","ENSG00000177239"
"Dpp7","ENSG00000176978"
"Uap1l1","ENSG00000197355"
"Sapcd2","ENSG00000186193"
"Entpd2","ENSG00000054179"
"Npdc1","ENSG00000107281"
"Fut7","ENSG00000180549"
"Abca2","ENSG00000107331"
"Clic3","ENSG00000169583"
"Ptgds","ENSG00000107317"
"Lcn12","ENSG00000184925"
"C8g","ENSG00000176919"
"Fbxw5","ENSG00000159069"
"Traf2","ENSG00000127191"
"Edf1","ENSG00000107223"
"Mamdc4","ENSG00000177943"
"Phpt1","ENSG00000054148"
"Rabl6","ENSG00000196642"
"Tmem141","ENSG00000244187"
"Lcn8","ENSG00000204001"
"Lcn6","ENSG00000267206"
"Lcn10","ENSG00000187922"
"Obp2a","ENSG00000171102"
"Obp2b","ENSG00000122136"
"Glt6d1","ENSG00000204007"
"Lcn9","ENSG00000148386"
"Sohlh1","ENSG00000165643"
"Kcnt1","ENSG00000107147"
"Camsap1","ENSG00000130559"
"Ubac1","ENSG00000130560"
"Nacc2","ENSG00000148411"
"Lhx3","ENSG00000107187"
"Qsox2","ENSG00000165661"
"Gpsm1","ENSG00000160360"
"Dnlz","ENSG00000213221"
"Card9","ENSG00000187796"
"Snapc4","ENSG00000165684"
"Pmpca","ENSG00000165688"
"Inpp5e","ENSG00000148384"
"Sec16a","ENSG00000148396"
"Notch1","ENSG00000148400"
"Egfl7","ENSG00000172889"
"Agpat2","ENSG00000169692"
"Abo","ENSG00000175164"
"Surf6","ENSG00000148296"
"Med22","ENSG00000148297"
"Rpl7a","ENSG00000148303"
"Surf1","ENSG00000148290"
"Surf2","ENSG00000148291"
"Surf4","ENSG00000148248"
"Rexo4","ENSG00000148300"
"Adamts13","ENSG00000160323"
"Cacfd1","ENSG00000160325"
"Slc2a6","ENSG00000160326"
"Adamtsl2","ENSG00000197859"
"Fam163b","ENSG00000196990"
"Dbh","ENSG00000123454"
"Sardh","ENSG00000123453"
"Vav2","ENSG00000160293"
"Brd3","ENSG00000169925"
"Wdr5","ENSG00000196363"
"Rxra","ENSG00000186350"
"Col5a1","ENSG00000130635"
"Fcnb","ENSG00000085265"
"Olfm1","ENSG00000130558"
"Ppp1r26","ENSG00000196422"
"Mrps2","ENSG00000122140"
"Gbgt1","ENSG00000148288"
"Ralgds","ENSG00000160271"
"Cel","ENSG00000170835"
"Gtf3c5","ENSG00000148308"
"Gfi1b","ENSG00000165702"
"Tsc1","ENSG00000165699"
"Ak8","ENSG00000165695"
"Gtf3c4","ENSG00000125484"
"Ddx31","ENSG00000125485"
"Barhl1","ENSG00000125492"
"Setx","ENSG00000107290"
"Ntng2","ENSG00000196358"
"Med27","ENSG00000160563"
"Rapgef1","ENSG00000107263"
"Trub2","ENSG00000167112"
"Coq4","ENSG00000167113"
"Slc27a4","ENSG00000167114"
"Urm1","ENSG00000167118"
"Cercam","ENSG00000167123"
"Odf2","ENSG00000136811"
"Gle1","ENSG00000119392"
"Sptan1","ENSG00000197694"
"Set","ENSG00000119335"
"Pkn3","ENSG00000160447"
"Zdhhc12","ENSG00000160446"
"Zer1","ENSG00000160445"
"Tbc1d13","ENSG00000107021"
"Endog","ENSG00000167136"
"Lrrc8a","ENSG00000136802"
"Phyhd1","ENSG00000175287"
"Dolk","ENSG00000175283"
"Nup188","ENSG00000095319"
"Sh3glb2","ENSG00000148341"
"Dolpp1","ENSG00000167130"
"Crat","ENSG00000095321"
"Ier5l","ENSG00000188483"
"1700001O22Rik","ENSG00000179058"
"Ntmt1","ENSG00000148335"
"Asb6","ENSG00000148331"
"Prrx2","ENSG00000167157"
"Ptges","ENSG00000148344"
"Tor1b","ENSG00000136816"
"Tor1a","ENSG00000136827"
"BC005624","ENSG00000136819"
"Usp20","ENSG00000136878"
"Fnbp1","ENSG00000187239"
"Gpr107","ENSG00000148358"
"Ncs1","ENSG00000107130"
"Hmcn2","ENSG00000148357"
"Ass1","ENSG00000130707"
"Fubp3","ENSG00000107164"
"Prdm12","ENSG00000130711"
"Exosc2","ENSG00000130713"
"Abl1","ENSG00000097007"
"Qrfp","ENSG00000188710"
"Fibcd1","ENSG00000130720"
"Lamc3","ENSG00000050555"
"Aif1l","ENSG00000126878"
"Nup214","ENSG00000126883"
"Fam78a","ENSG00000126882"
"Prrc2b","ENSG00000288701"
"Pomt1","ENSG00000130714"
"Uck1","ENSG00000130717"
"Swi5","ENSG00000175854"
"Golga2","ENSG00000167110"
"Dnm1","ENSG00000106976"
"Ciz1","ENSG00000148337"
"Lcn2","ENSG00000148346"
"Ptges2","ENSG00000148334"
"Slc25a25","ENSG00000148339"
"Naif1","ENSG00000171169"
"Dpm2","ENSG00000136908"
"Pip5kl1","ENSG00000167103"
"St6galnac4","ENSG00000136840"
"St6galnac6","ENSG00000160408"
"Ak1","ENSG00000106992"
"Eng","ENSG00000106991"
"Fpgs","ENSG00000136877"
"Cdk9","ENSG00000136807"
"Sh2d3c","ENSG00000095370"
"Ttc16","ENSG00000167094"
"Tor2a","ENSG00000160404"
"Ptrh1","ENSG00000187024"
"Stxbp1","ENSG00000136854"
"Lrsam1","ENSG00000148356"
"Rpl12","ENSG00000197958"
"Slc2a8","ENSG00000136856"
"Garnl3","ENSG00000136895"
"Ralgps1","ENSG00000136828"
"Angptl2","ENSG00000136859"
"Zbtb34","ENSG00000177125"
"Zbtb43","ENSG00000169155"
"Lmx1b","ENSG00000136944"
"Mvb12b","ENSG00000196814"
"Pbx3","ENSG00000167081"
"Mapkap1","ENSG00000119487"
"Gapvd1","ENSG00000165219"
"Hspa5","ENSG00000044574"
"Rabepk","ENSG00000136933"
"Fbxw2","ENSG00000119402"
"Psmd5","ENSG00000095261"
"Phf19","ENSG00000119403"
"Traf1","ENSG00000056558"
"Hc","ENSG00000106804"
"Rab14","ENSG00000119396"
"Gsn","ENSG00000148180"
"Stom","ENSG00000148175"
"Dab2ip","ENSG00000136848"
"Ttll11","ENSG00000175764"
"Ndufa8","ENSG00000119421"
"Morn5","ENSG00000185681"
"Lhx6","ENSG00000106852"
"Rbm18","ENSG00000119446"
"Mrrf","ENSG00000148187"
"Ptgs1","ENSG00000095303"
"Olfr348","ENSG00000197233"
"Olfr3","ENSG00000136834"
"Olfr350","ENSG00000239590"
"Olfr351","ENSG00000171505"
"Olfr354","ENSG00000171501"
"Olfr355","ENSG00000171496"
"Olfr357","ENSG00000165202"
"Olfr362","ENSG00000280094"
"Olfr365","ENSG00000171459"
"Olfr368","ENSG00000148215"
"Pdcl","ENSG00000136940"
"Rc3h2","ENSG00000056586"
"Zbtb6","ENSG00000186130"
"Zbtb26","ENSG00000171448"
"Rabgap1","ENSG00000011454"
"Strbp","ENSG00000165209"
"Gpr21","ENSG00000188394"
"Crb2","ENSG00000148204"
"Dennd1a","ENSG00000119522"
"Lhx2","ENSG00000106689"
"Nek6","ENSG00000119408"
"Psmb7","ENSG00000136930"
"Nr5a1","ENSG00000136931"
"Nr6a1","ENSG00000148200"
"Olfml2a","ENSG00000185585"
"Wdr38","ENSG00000136918"
"Rpl35","ENSG00000136942"
"Arpc5l","ENSG00000136950"
"Golga1","ENSG00000136935"
"Scai","ENSG00000173611"
"Ppp6c","ENSG00000119414"
"Lrp1b","ENSG00000168702"
"Kynu","ENSG00000115919"
"Arhgap15","ENSG00000075884"
"Gtdc1","ENSG00000121964"
"Zeb2","ENSG00000169554"
"Acvr2a","ENSG00000121989"
"Orc4","ENSG00000115947"
"Mbd5","ENSG00000204406"
"Epc2","ENSG00000135999"
"Kif5c","ENSG00000168280"
"Lypd6b","ENSG00000150556"
"Lypd6","ENSG00000187123"
"Mmadhc","ENSG00000168288"
"Rnd3","ENSG00000115963"
"Rbm43","ENSG00000184898"
"Nmi","ENSG00000123609"
"Tnfaip6","ENSG00000123610"
"Rif1","ENSG00000080345"
"Neb","ENSG00000183091"
"Arl5a","ENSG00000162980"
"Cacnb4","ENSG00000182389"
"Stam2","ENSG00000115145"
"Fmnl2","ENSG00000157827"
"Prpf40a","ENSG00000196504"
"Arl6ip6","ENSG00000177917"
"Rprm","ENSG00000177519"
"Galnt13","ENSG00000144278"
"Kcnj3","ENSG00000162989"
"Nr4a2","ENSG00000153234"
"Gpd2","ENSG00000115159"
"Galnt5","ENSG00000136542"
"Ermn","ENSG00000136541"
"Cytip","ENSG00000115165"
"Acvr1c","ENSG00000123612"
"Acvr1","ENSG00000115170"
"Upp2","ENSG00000007001"
"Ccdc148","ENSG00000153237"
"Pkp4","ENSG00000144283"
"Dapl1","ENSG00000163331"
"Tanc1","ENSG00000115183"
"Wdsub1","ENSG00000196151"
"Baz2b","ENSG00000123636"
"Cd302","ENSG00000241399"
"Ly75","ENSG00000054219"
"Pla2r1","ENSG00000153246"
"Itgb6","ENSG00000115221"
"Rbms1","ENSG00000153250"
"Tank","ENSG00000136560"
"Psmd14","ENSG00000115233"
"Tbr1","ENSG00000136535"
"Slc4a10","ENSG00000144290"
"Dpp4","ENSG00000197635"
"Fap","ENSG00000078098"
"Ifih1","ENSG00000115267"
"Gca","ENSG00000115271"
"Kcnh7","ENSG00000184611"
"Fign","ENSG00000182263"
"Grb14","ENSG00000115290"
"Cobll1","ENSG00000082438"
"Slc38a11","ENSG00000169507"
"Scn3a","ENSG00000153253"
"Csrnp3","ENSG00000178662"
"Galnt3","ENSG00000115339"
"Ttc21b","ENSG00000123607"
"Scn1a","ENSG00000144285"
"Scn9a","ENSG00000169432"
"Scn7a","ENSG00000136546"
"Xirp2","ENSG00000163092"
"B3galt1","ENSG00000172318"
"Stk39","ENSG00000198648"
"Cers6","ENSG00000172292"
"Nostrin","ENSG00000163072"
"Spc25","ENSG00000152253"
"G6pc2","ENSG00000152254"
"Abcb11","ENSG00000073734"
"Dhrs9","ENSG00000073737"
"Lrp2","ENSG00000081479"
"Bbs5","ENSG00000163093"
"Klhl41","ENSG00000239474"
"Fastkd1","ENSG00000138399"
"Ppig","ENSG00000138398"
"Phospho2","ENSG00000144362"
"Ssb","ENSG00000138385"
"Mettl5","ENSG00000138382"
"Ubr3","ENSG00000144357"
"Myo3b","ENSG00000071909"
"Sp5","ENSG00000204335"
"Erich2","ENSG00000204334"
"Gad1","ENSG00000128683"
"Gorasp2","ENSG00000115806"
"Tlk1","ENSG00000198586"
"Mettl8","ENSG00000123600"
"Dcaf17","ENSG00000115827"
"Cybrd1","ENSG00000071967"
"Slc25a12","ENSG00000115840"
"Hat1","ENSG00000128708"
"Metap1d","ENSG00000172878"
"Dlx1","ENSG00000144355"
"Dlx2","ENSG00000115844"
"Itga6","ENSG00000091409"
"Pdk1","ENSG00000152256"
"Rapgef4","ENSG00000091428"
"Cdca7","ENSG00000144354"
"Sp3","ENSG00000172845"
"Ola1","ENSG00000138430"
"Sp9","ENSG00000217236"
"Cir1","ENSG00000138433"
"Scrn3","ENSG00000144306"
"Gpr155","ENSG00000163328"
"Wipf1","ENSG00000115935"
"Chrna1","ENSG00000138435"
"Chn1","ENSG00000128656"
"Atf2","ENSG00000115966"
"Evx2","ENSG00000174279"
"Hoxd13","ENSG00000128714"
"Hoxd12","ENSG00000170178"
"Hoxd11","ENSG00000128713"
"Hoxd10","ENSG00000128710"
"Hoxd9","ENSG00000128709"
"Hoxd8","ENSG00000175879"
"Hoxd3","ENSG00000128652"
"Hoxd4","ENSG00000170166"
"Hoxd1","ENSG00000128645"
"Mtx2","ENSG00000128654"
"Nfe2l2","ENSG00000116044"
"Agps","ENSG00000018510"
"Pde11a","ENSG00000128655"
"Rbm45","ENSG00000155636"
"Osbpl6","ENSG00000079156"
"Prkra","ENSG00000180228"
"Fkbp7","ENSG00000079150"
"Plekha3","ENSG00000116095"
"Ttn","ENSG00000155657"
"Ccdc141","ENSG00000163492"
"Sestd1","ENSG00000187231"
"Zfp385b","ENSG00000144331"
"Cwc22","ENSG00000163510"
"Ube2e3","ENSG00000170035"
"Itga4","ENSG00000115232"
"Cerkl","ENSG00000188452"
"Neurod1","ENSG00000162992"
"Ppp1r1c","ENSG00000150722"
"Pde1a","ENSG00000115252"
"Dnajc10","ENSG00000077232"
"Frzb","ENSG00000162998"
"Nckap1","ENSG00000061676"
"Dusp19","ENSG00000162999"
"Nup35","ENSG00000163002"
"Zfp804a","ENSG00000170396"
"Fsip2","ENSG00000188738"
"Itgav","ENSG00000138448"
"Fam171b","ENSG00000144369"
"Zswim2","ENSG00000163012"
"Calcrl","ENSG00000064989"
"Tfpi","ENSG00000003436"
"Ctnnd1","ENSG00000198561"
"Tmx2","ENSG00000213593"
"Med19","ENSG00000156603"
"Zdhhc5","ENSG00000156599"
"Clp1","ENSG00000172409"
"Ypel4","ENSG00000166793"
"Serping1","ENSG00000149131"
"Ube2l6","ENSG00000156587"
"Smtnl1","ENSG00000214872"
"Timm10","ENSG00000134809"
"Slc43a1","ENSG00000149150"
"Rtn4rl2","ENSG00000186907"
"Slc43a3","ENSG00000134802"
"Prg2","ENSG00000186652"
"Prg3","ENSG00000156575"
"P2rx3","ENSG00000109991"
"Ssrp1","ENSG00000149136"
"Tnks1bp1","ENSG00000149115"
"Aplnr","ENSG00000134817"
"Lrrc55","ENSG00000183908"
"Olfr993","ENSG00000181273"
"Olfr1006","ENSG00000172457"
"Olfr1014","ENSG00000174914"
"Olfr1019","ENSG00000172459"
"Olfr1020","ENSG00000172464"
"Olfr1022","ENSG00000254834"
"Olfr1023","ENSG00000255012"
"Olfr1028","ENSG00000255223"
"Olfr1029","ENSG00000255223"
"Olfr1031","ENSG00000181371"
"Olfr1032","ENSG00000174937"
"Olfr1034","ENSG00000150269"
"Olfr1044","ENSG00000172199"
"Olfr1045","ENSG00000167822"
"Olfr1046","ENSG00000150261"
"Olfr1052","ENSG00000174957"
"Olfr1053","ENSG00000181752"
"Olfr1054","ENSG00000280314"
"Olfr1086","ENSG00000181718"
"Olfr1093","ENSG00000172489"
"Olfr1099","ENSG00000181693"
"Olfr1100","ENSG00000181767"
"Olfr1104","ENSG00000172154"
"Olfr1111","ENSG00000181785"
"Olfr1123","ENSG00000174970"
"Olfr152","ENSG00000167825"
"Olfr1151","ENSG00000187612"
"Olfr1155","ENSG00000186119"
"Olfr1156","ENSG00000205030"
"Olfr1157","ENSG00000279395"
"Olfr73","ENSG00000205029"
"Olfr1162","ENSG00000186113"
"Olfr1193","ENSG00000174982"
"Olfr1201","ENSG00000172188"
"Olfr1205","ENSG00000172188"
"Olfr1206","ENSG00000172188"
"Olfr1209","ENSG00000279514"
"Olfr1211","ENSG00000181939"
"Olfr1230","ENSG00000181903"
"Olfr1234","ENSG00000181958"
"Olfr1238","ENSG00000221840"
"Olfr1240","ENSG00000181961"
"Olfr1255","ENSG00000221954"
"Olfr1256","ENSG00000237388"
"Olfr1257","ENSG00000258817"
"Olfr1258","ENSG00000185926"
"Olfr1263","ENSG00000260811"
"Olfr140","ENSG00000176547"
"Olfr32","ENSG00000175619"
"Ptprj","ENSG00000149177"
"Nup160","ENSG00000030066"
"Fnbp4","ENSG00000109920"
"Agbl2","ENSG00000165923"
"Mtch2","ENSG00000109919"
"C1qtnf4","ENSG00000172247"
"Ndufs3","ENSG00000213619"
"Kbtbd4","ENSG00000123444"
"Ptpmt1","ENSG00000110536"
"Rapsn","ENSG00000165917"
"Psmc3","ENSG00000165916"
"Slc39a13","ENSG00000165915"
"Spi1","ENSG00000066336"
"Mybpc3","ENSG00000134571"
"Madd","ENSG00000110514"
"Nr1h3","ENSG00000025434"
"Acp2","ENSG00000134575"
"Ddb2","ENSG00000134574"
"Pacsin3","ENSG00000165912"
"Arfgap2","ENSG00000149182"
"Lrp4","ENSG00000134569"
"Ckap5","ENSG00000175216"
"F2","ENSG00000180210"
"Zfp408","ENSG00000175213"
"Arhgap1","ENSG00000175220"
"Atg13","ENSG00000175224"
"Harbi1","ENSG00000180423"
"Ambra1","ENSG00000110497"
"Chrm4","ENSG00000180720"
"Mdk","ENSG00000110492"
"Dgkz","ENSG00000149091"
"Creb3l1","ENSG00000157613"
"Phf21a","ENSG00000135365"
"Pex16","ENSG00000121680"
"Mapk8ip1","ENSG00000121653"
"Cry2","ENSG00000121671"
"Slc35c1","ENSG00000181830"
"Chst1","ENSG00000175264"
"Syt13","ENSG00000019505"
"Prdm11","ENSG00000019485"
"Trp53i11","ENSG00000175274"
"Tspan18","ENSG00000157570"
"Cd82","ENSG00000085117"
"Alx4","ENSG00000052850"
"Ext2","ENSG00000151348"
"Accs","ENSG00000110455"
"Accsl","ENSG00000205126"
"Gm13889","ENSG00000187479"
"Alkbh3","ENSG00000166199"
"Hsd17b12","ENSG00000149084"
"Ttc17","ENSG00000052841"
"Api5","ENSG00000166181"
"Lrrc4c","ENSG00000148948"
"Rag2","ENSG00000175097"
"Rag1","ENSG00000166349"
"Traf6","ENSG00000175104"
"Prr5l","ENSG00000135362"
"Commd9","ENSG00000110442"
"Ldlrad3","ENSG00000179241"
"Trim44","ENSG00000166326"
"Fjx1","ENSG00000179431"
"Pamr1","ENSG00000149090"
"Slc1a2","ENSG00000110436"
"Cd44","ENSG00000026508"
"Pdhx","ENSG00000110435"
"Apip","ENSG00000149089"
"Ehf","ENSG00000135373"
"Cat","ENSG00000121691"
"Abtb2","ENSG00000166016"
"Nat10","ENSG00000135372"
"Caprin1","ENSG00000135387"
"Lmo2","ENSG00000135363"
"Fbxo3","ENSG00000110429"
"Cd59b","ENSG00000085063"
"A930018P22Rik","ENSG00000205177"
"D430041D05Rik","ENSG00000110427"
"Hipk3","ENSG00000110422"
"Cstf3","ENSG00000176102"
"Tcp11l1","ENSG00000176148"
"Depdc7","ENSG00000121690"
"Qser1","ENSG00000060749"
"Prrg4","ENSG00000135378"
"Ccdc73","ENSG00000186714"
"Eif3m","ENSG00000149100"
"Wt1","ENSG00000184937"
"Rcn1","ENSG00000049449"
"Pax6","ENSG00000007372"
"Elp4","ENSG00000109911"
"Immp1l","ENSG00000148950"
"Dnajc24","ENSG00000170946"
"Mpped2","ENSG00000066382"
"Arl14ep","ENSG00000152219"
"Fshb","ENSG00000131808"
"Kcna4","ENSG00000182255"
"Mettl15","ENSG00000169519"
"Kif18a","ENSG00000121621"
"Bdnf","ENSG00000176697"
"Lin7c","ENSG00000148943"
"Lgr4","ENSG00000205213"
"Ccdc34","ENSG00000109881"
"Bbox1","ENSG00000129151"
"Fibin","ENSG00000176971"
"Slc5a12","ENSG00000148942"
"Ano3","ENSG00000134343"
"Muc15","ENSG00000169550"
"Olfr1303","ENSG00000284733"
"Olfr1309","ENSG00000182854"
"Olfr1310","ENSG00000184140"
